Name,Father Name,Roll Number,Mathematics*,Science*,English*,Urdu*,Islamiat*,Pakistan Studies*,Computer Science*,Physics*,Chemistry*,Biology*,Geography*,History*,Economics*,Business Studies*,Accounting*,Art*,Music*,Physical Education*,Sindhi*,Arabic*,Total Marks,Obtain Marks,Percentage,Status,Grade,Academic Year
Stephanie Zhang,Anil,2024-0613,52,43,-,22,-,48,87,61,46,86,-,65,25,28,4,-,5,-,-,94,1400,776,55.43,PASS,D,2024-2025
Zainab Kumar,Mr. Sunil,COM-0614,85,-,96,64,92,12,96,31,-,96,68,-,13,35,75,7,44,-,-,-,1400,604,43.14,PASS,E,2024-2025
Zainab Li,Robert,STU-0615,77,-,60,-,-,92,-,-,84,37,-,-,93,78,31,30,58,45,-,24,1200,569,47.42,PASS,E,2024-2025
Noor Singh,M. Praveen,SCI-0616,76,32,35,59,-,75,-,34,-,34,45,62,49,69,-,26,82,78,80,82,1600,819,51.19,PASS,D,2024-2025
Hira Baig,Usman,STU-0617,51,54,51,36,-,34,33,-,-,-,83,7,-,-,71,-,37,99,72,11,1300,712,54.77,PASS,D,2024-2025
Jessica Jones,Mr. Hassan,STU-0618,-,62,90,100,-,-,7,81,16,-,70,24,31,18,21,45,38,95,55,15,1600,848,53.00,PASS,D,2024-2025
Sarah Gupta,Mr. James,2024-0619,69,54,41,53,70,37,-,-,29,-,35,19,-,1,35,-,61,74,77,-,1400,649,46.36,PASS,E,2024-2025
Jennifer Smith,Mr. Manoj,24-0620,62,86,75,41,9,76,91,96,76,26,17,71,20,-,64,23,24,-,-,0,1700,729,42.88,PASS,E,2024-2025
William Malik,M. Omar,COM-0621,-,-,52,-,-,-,49,20,49,-,60,57,91,26,-,93,-,-,34,-,1000,450,45.00,PASS,E,2024-2025
Matthew Rodriguez,Mr. Sunil,STU-0622,-,42,95,95,33,70,76,51,83,96,56,82,25,18,70,-,34,4,11,27,1800,1036,57.56,PASS,D,2024-2025
Matthew Zhou,Mr. Joseph,SCI-0623,67,18,79,2,-,66,65,32,18,7,20,17,23,68,-,49,97,-,17,56,1700,1042,61.29,PASS,C,2024-2025
David Yang,M. Omar,SCI-0624,82,49,2,47,81,-,57,53,-,18,83,-,99,62,97,26,28,31,89,69,1700,1180,69.41,PASS,C,2024-2025
Ahmed Huang,Mr. Mohammad,COM-0625,4,-,-,24,63,-,10,-,29,28,83,-,50,-,-,60,57,52,100,-,1200,651,54.25,PASS,D,2024-2025
Noor Chen,M. Usman,SC-0626,-,-,96,-,-,-,-,82,95,59,-,51,-,56,49,11,-,17,7,-,1000,637,63.70,PASS,C,2024-2025
David Liu,M. Anil,2024-0627,11,-,18,-,57,-,44,16,-,23,-,9,23,14,34,82,0,42,43,81,1500,919,61.27,PASS,C,2024-2025
Hira Shah,Mr. Omar,SC-0628,-,52,81,27,65,-,57,95,-,72,40,98,95,97,27,50,-,88,62,91,1600,846,52.88,PASS,D,2024-2025
Mohammad Williams,M. Ahmed,2024-0629,81,-,90,49,40,79,-,99,-,88,79,91,27,9,16,-,-,-,69,64,1400,624,44.57,PASS,E,2024-2025
Sadia Smith,Mr. Vikram,SCI-0630,51,21,10,14,82,11,55,91,6,33,0,56,37,-,-,14,64,87,12,47,1800,930,51.67,PASS,D,2024-2025
Noor Smith,M. Abdul,STU-0631,0,-,-,32,30,54,80,-,-,-,-,-,91,59,13,54,37,88,-,39,1200,718,59.83,PASS,D,2024-2025
Bilal Wang,M. Praveen,2024-0632,61,-,61,47,56,84,30,89,55,-,18,-,-,-,-,55,61,29,-,30,1300,553,42.54,PASS,E,2024-2025
Ahmed Wang,Mr. Abdul,COM-0633,-,51,42,-,71,-,87,-,42,77,19,69,27,47,-,92,6,53,52,65,1500,704,46.93,PASS,E,2024-2025
William Zhou,M. Charles,COM-0634,-,75,48,2,-,34,58,41,14,-,-,85,28,-,34,96,-,48,15,-,1300,491,37.77,PASS,E,2024-2025
Thomas Mehta,Suresh,SC-0635,23,53,48,19,58,-,34,-,34,97,24,92,75,89,-,78,33,-,41,-,1500,681,45.40,PASS,E,2024-2025
Elizabeth Johnson,M. Hussain,2024-0636,92,94,-,62,64,80,62,-,97,69,-,-,98,35,26,-,11,79,63,-,1400,623,44.50,PASS,E,2024-2025
Yusuf Brown,Mohammad,SCI-0637,64,73,14,-,66,-,35,76,58,-,49,91,-,26,13,-,83,43,-,-,1300,572,44.00,PASS,E,2024-2025
Sadia Chen,M. Daniel,2024-0638,-,89,-,54,11,-,93,55,-,21,5,-,24,70,-,33,46,-,-,73,1200,391,32.58,FAIL,F,2024-2025
Jessica Johnson,Hussain,ARTS-0639,18,40,72,38,-,36,74,61,96,74,84,66,35,-,76,9,100,5,4,-,1700,828,48.71,PASS,E,2024-2025
Ahmed Zhao,Nadeem,STU-0640,16,19,-,79,-,57,-,31,9,26,44,-,33,100,-,41,78,-,66,-,1300,486,37.38,PASS,E,2024-2025
Mohammad Mehta,James,COM-0641,60,-,80,-,68,65,10,53,-,42,-,70,97,16,78,20,81,1,65,-,1500,940,62.67,PASS,C,2024-2025
Daniel Smith,Michael,ARTS-0642,17,-,80,-,100,11,64,-,46,19,4,-,-,65,78,-,21,100,40,25,1400,657,46.93,PASS,E,2024-2025
Hafsa Rao,M. Thomas,SC-0643,-,68,35,-,55,1,89,97,-,18,-,0,51,-,-,-,-,42,81,63,1200,505,42.08,PASS,E,2024-2025
Bilal Wu,Daniel,2024-0644,20,13,19,72,86,100,13,23,48,79,99,26,-,34,-,-,-,84,-,27,1500,892,59.47,PASS,D,2024-2025
Daniel Li,M. Joseph,ARTS-0645,2,-,-,71,39,84,26,68,62,19,65,-,-,54,10,58,62,-,61,-,1400,637,45.50,PASS,E,2024-2025
Charles Brown,Michael,SC-0646,29,69,50,48,-,-,-,-,84,46,75,30,-,87,86,-,50,12,44,9,1400,824,58.86,PASS,D,2024-2025
Yusuf Hussain,M. Abdul,2024-0647,33,53,-,65,0,1,17,24,52,63,81,-,12,-,13,-,83,99,11,72,1600,862,53.87,PASS,D,2024-2025
Maryam Liu,Charles,24-0648,-,-,24,3,42,17,37,60,78,28,-,26,-,80,-,-,28,39,66,73,1400,756,54.00,PASS,D,2024-2025
Robert Hussain,M. Thomas,2024-0649,79,92,66,94,-,47,20,-,30,-,77,-,59,-,90,-,65,90,-,62,1300,568,43.69,PASS,E,2024-2025
William Patel,M. Nadeem,24-0650,35,56,24,54,18,83,43,-,28,35,22,68,-,-,30,28,87,-,53,-,1500,825,55.00,PASS,D,2024-2025
Nicole Chen,M. Thomas,SC-0651,63,-,-,-,12,51,-,-,58,34,56,21,1,35,77,24,97,93,15,24,1500,709,47.27,PASS,E,2024-2025
Aisha Mehta,Mr. Raj,SC-0652,69,45,-,61,-,54,13,58,18,86,39,-,95,54,50,6,16,15,80,19,1700,842,49.53,PASS,E,2024-2025
Fatima Reddy,Mr. Abdul,SCI-0653,49,13,98,10,40,-,-,34,29,-,97,20,81,12,79,85,23,4,61,60,1700,866,50.94,PASS,D,2024-2025
Sana Ahmed,Mr. Thomas,2024-0654,54,-,-,79,17,53,-,77,-,-,-,-,33,19,15,23,-,18,16,54,1200,587,48.92,PASS,E,2024-2025
Stephanie Reddy,Richard,ARTS-0655,29,94,55,38,66,98,33,91,66,-,28,98,3,-,67,65,15,57,14,-,1700,835,49.12,PASS,E,2024-2025
John Yang,M. Nadeem,ARTS-0656,11,60,-,-,62,79,11,45,36,10,-,-,29,-,60,-,-,88,73,5,1300,674,51.85,PASS,D,2024-2025
Robert Mirza,Mr. Abdul,STU-0657,-,-,61,-,52,-,-,76,85,44,78,65,77,52,-,-,19,76,85,83,1300,638,49.08,PASS,E,2024-2025
Ali Johnson,Mr. Manoj,STU-0658,-,69,26,-,2,-,-,-,-,79,12,-,-,-,21,40,21,-,37,-,900,465,51.67,PASS,D,2024-2025
James Mirza,M. Hassan,ARTS-0659,16,48,-,66,79,38,93,-,59,-,15,47,39,25,-,81,-,47,85,24,1500,797,53.13,PASS,D,2024-2025
Jennifer Brown,M. Kamran,STU-0660,29,29,-,35,24,77,-,92,-,9,6,11,-,4,0,27,-,-,70,50,1400,545,38.93,PASS,E,2024-2025
Nicole Wilson,M. Mohammad,ARTS-0661,-,74,80,49,-,75,82,43,60,81,48,4,97,45,16,79,-,55,99,59,1700,950,55.88,PASS,D,2024-2025
Hussain Rao,M. Omar,SCI-0662,77,-,-,97,30,-,-,34,0,71,-,33,33,-,-,-,47,17,87,60,1200,679,56.58,PASS,D,2024-2025
David Ali,Mohammad,24-0663,58,19,78,16,-,-,66,-,62,98,45,-,43,-,-,55,87,-,-,-,1100,611,55.55,PASS,D,2024-2025
Jessica Wang,M. Usman,SCI-0664,3,79,84,-,75,27,91,-,28,-,-,-,-,-,5,4,-,6,-,-,1000,577,57.70,PASS,D,2024-2025
Zainab Rao,Mr. Ali,STU-0665,66,59,31,-,17,19,9,39,-,-,-,43,43,41,-,25,88,66,68,43,1500,809,53.93,PASS,D,2024-2025
Bilal Hussain,Mr. Kamran,24-0666,88,-,-,-,39,79,16,78,71,-,78,59,0,16,27,-,80,64,41,12,1500,642,42.80,PASS,E,2024-2025
Sarah Ali,Mr. Vikram,SCI-0667,-,92,-,32,76,-,42,-,29,44,43,53,53,-,76,70,-,81,50,-,1300,656,50.46,PASS,D,2024-2025
Yusuf Zhang,Mr. Usman,COM-0668,66,90,83,59,-,-,-,74,69,12,-,6,52,78,-,56,28,5,-,23,1400,769,54.93,PASS,D,2024-2025
Hassan Zhang,M. Usman,2024-0669,-,71,85,-,17,-,43,38,88,-,40,40,22,57,55,75,-,6,49,-,1400,941,67.21,PASS,C,2024-2025
Hira Baig,Nadeem,SCI-0670,18,-,32,52,56,-,62,-,-,86,57,71,77,28,28,69,57,54,52,-,1500,642,42.80,PASS,E,2024-2025
James Verma,Mr. David,ARTS-0671,-,43,-,79,45,5,-,17,21,47,44,81,91,56,14,3,19,10,45,13,1700,792,46.59,PASS,E,2024-2025
Jessica Rodriguez,Ali,24-0672,93,74,17,68,91,50,59,88,5,26,49,28,74,-,40,22,3,-,33,-,1700,785,46.18,PASS,E,2024-2025
Usman Reddy,Charles,STU-0673,4,-,-,37,25,7,21,38,11,4,-,-,67,2,8,-,-,53,11,65,1400,724,51.71,PASS,D,2024-2025
Elizabeth Gupta,M. William,STU-0674,-,-,-,12,7,81,35,20,-,-,44,30,62,-,24,-,-,19,-,84,1100,683,62.09,PASS,C,2024-2025
Stephanie Qureshi,Kamran,SCI-0675,26,62,-,63,58,-,82,75,43,56,59,-,95,-,-,-,48,33,19,73,1400,873,62.36,PASS,C,2024-2025
Hassan Johnson,William,COM-0676,38,74,62,18,2,96,76,10,55,44,-,-,10,4,32,72,74,56,28,33,1800,896,49.78,PASS,E,2024-2025
Omar Davis,Kamran,24-0677,63,-,90,37,43,84,-,-,56,19,26,59,6,30,6,20,42,67,2,-,1600,811,50.69,PASS,D,2024-2025
Hafsa Reddy,M. Manoj,SCI-0678,-,16,9,-,36,-,-,61,48,62,21,57,11,87,60,37,30,86,-,-,1400,863,61.64,PASS,C,2024-2025
Usman Hussain,M. Daniel,COM-0679,46,63,-,-,50,-,2,27,3,45,24,5,21,94,26,0,12,39,98,1,1700,852,50.12,PASS,D,2024-2025
Elizabeth Gupta,Mohammad,SCI-0680,18,61,86,16,58,-,42,89,-,35,-,17,45,66,-,73,82,96,93,70,1600,716,44.75,PASS,E,2024-2025
Laura Gupta,Mr. Omar,SCI-0681,15,22,55,68,63,1,-,-,-,3,42,-,-,90,-,54,0,32,9,14,1400,869,62.07,PASS,C,2024-2025
Matthew Kumar,Omar,COM-0682,9,-,0,36,90,42,-,60,66,-,21,16,38,47,17,-,-,18,63,87,1500,745,49.67,PASS,E,2024-2025
Hira Garcia,Joseph,COM-0683,95,100,82,-,76,-,68,15,-,26,96,61,71,-,20,-,-,-,28,-,1200,519,43.25,PASS,E,2024-2025
Jessica Johnson,M. Richard,SCI-0684,99,10,76,23,97,14,90,5,1,60,-,12,83,81,59,15,14,23,99,81,1900,1010,53.16,PASS,D,2024-2025
Robert Singh,Daniel,SC-0685,22,59,44,15,-,34,37,67,22,70,-,-,-,31,30,-,94,-,59,38,1400,600,42.86,PASS,E,2024-2025
Usman Singh,Mohammad,SC-0686,-,95,69,71,45,-,-,-,-,-,56,-,33,26,42,0,-,93,18,-,1100,654,59.45,PASS,D,2024-2025
Bilal Williams,M. Praveen,SC-0687,-,49,43,24,67,49,93,51,90,21,-,70,19,83,-,85,-,52,98,21,1600,947,59.19,PASS,D,2024-2025
Jessica Zhao,M. Daniel,2024-0688,43,29,-,-,1,-,-,-,-,-,15,42,-,-,-,32,-,66,22,78,900,545,60.56,PASS,C,2024-2025
John Jones,Ahmed,SCI-0689,57,98,42,24,-,28,2,-,76,84,1,1,71,-,62,45,4,66,-,-,1500,754,50.27,PASS,D,2024-2025
Hafsa Davis,Hussain,COM-0690,-,58,10,-,-,-,58,-,91,-,-,31,2,62,-,51,53,90,-,22,1100,660,60.00,PASS,C,2024-2025
Elizabeth Malik,M. Ashok,SCI-0691,63,16,-,-,40,-,11,5,-,-,-,43,99,37,88,-,-,45,-,-,1000,530,53.00,PASS,D,2024-2025
Bilal Jones,M. Charles,ARTS-0692,27,-,68,39,20,28,72,-,98,-,47,-,67,-,58,59,44,94,99,-,1400,850,60.71,PASS,C,2024-2025
Bilal Raza,Mr. Ali,24-0693,-,14,7,19,-,-,-,-,53,-,-,31,10,40,2,62,49,-,88,-,1100,669,60.82,PASS,C,2024-2025
Zainab Brown,Mr. Mohammad,STU-0694,76,34,17,12,82,24,68,-,35,69,41,49,71,59,77,-,-,96,78,-,1600,896,56.00,PASS,D,2024-2025
Rabia Smith,Michael,STU-0695,16,-,-,70,49,50,93,-,42,-,3,62,74,-,-,75,74,-,-,86,1200,640,53.33,PASS,D,2024-2025
Charles Rao,Mr. William,ARTS-0696,87,-,37,3,-,32,93,3,7,5,62,-,45,60,-,-,-,11,57,-,1300,629,48.38,PASS,E,2024-2025
Laura Ali,Mr. Charles,2024-0697,8,-,-,8,-,26,57,-,-,17,20,24,12,70,60,5,31,73,13,-,1400,608,43.43,PASS,E,2024-2025
Zainab Ahmed,Mr. Hussain,SC-0698,81,55,48,5,-,-,57,58,-,49,22,84,68,53,98,-,7,14,92,39,1600,711,44.44,PASS,E,2024-2025
Michelle Johnson,Mr. Arun,STU-0699,-,-,63,-,6,55,92,-,66,40,58,14,43,36,9,55,-,32,-,88,1400,649,46.36,PASS,E,2024-2025
John Williams,Mr. Charles,ARTS-0700,47,67,67,46,4,40,35,75,81,-,-,67,2,41,23,1,70,19,1,90,1800,769,42.72,PASS,E,2024-2025
Ahmed Rao,Mr. Michael,24-0701,36,-,89,5,-,11,40,37,76,30,-,67,71,62,76,59,79,-,-,51,1500,780,52.00,PASS,D,2024-2025
Usman Davis,M. Praveen,STU-0702,0,3,33,-,30,83,35,42,97,96,-,79,5,40,-,55,84,96,96,0,1700,588,34.59,PASS,E,2024-2025
Hira Wu,Mr. James,COM-0703,56,-,66,-,19,67,74,-,54,25,66,-,12,32,18,-,69,6,27,84,1500,732,48.80,PASS,E,2024-2025
Usman Huang,Richard,24-0704,52,-,25,72,96,8,31,27,-,59,61,45,5,86,89,-,85,-,81,-,1500,854,56.93,PASS,D,2024-2025
Omar Liu,Mr. James,2024-0705,-,82,9,79,24,18,17,20,95,86,41,53,68,14,15,-,57,-,49,27,1700,873,51.35,PASS,D,2024-2025
Zainab Rodriguez,M. Manoj,ARTS-0706,38,86,54,18,19,-,52,87,17,-,23,6,60,29,84,-,2,97,-,97,1600,1071,66.94,PASS,C,2024-2025
Sarah Qureshi,Mr. Vikram,SC-0707,40,71,7,21,75,-,85,54,14,39,67,2,5,24,-,2,-,79,84,-,1600,718,44.88,PASS,E,2024-2025
Sana Mirza,Mr. Raj,ARTS-0708,66,49,-,-,71,-,-,53,66,-,9,77,-,14,14,99,71,100,63,54,1400,577,41.21,PASS,E,2024-2025
Jessica Rodriguez,Robert,SC-0709,7,52,11,-,-,-,82,-,9,61,-,16,48,63,82,82,84,95,73,26,1500,591,39.40,PASS,E,2024-2025
Emily Ali,M. Charles,SCI-0710,-,-,-,28,76,36,-,-,-,-,-,44,-,3,78,-,71,-,-,0,800,415,51.88,PASS,D,2024-2025
Jessica Johnson,M. Manoj,ARTS-0711,-,84,87,22,74,65,72,5,59,86,77,26,21,-,33,55,-,65,2,47,1700,669,39.35,PASS,E,2024-2025
Jennifer Garcia,M. Ahmed,COM-0712,83,-,46,15,-,51,-,65,-,29,-,51,65,32,65,49,-,66,-,-,1200,523,43.58,PASS,E,2024-2025
Hira Jones,Mr. Ahmed,STU-0713,1,-,42,67,89,-,21,-,68,89,85,19,74,-,76,71,-,60,-,22,1400,789,56.36,PASS,D,2024-2025
Ahmed Jain,Mr. Raj,ARTS-0714,41,13,27,-,89,-,68,75,-,19,43,18,86,-,-,98,98,27,77,-,1400,742,53.00,PASS,D,2024-2025
Bilal Li,M. Usman,SC-0715,42,95,51,15,26,-,14,-,-,62,79,93,-,49,65,52,-,98,30,19,1500,548,36.53,PASS,E,2024-2025
Fatima Miller,M. Nadeem,SCI-0716,85,46,42,29,86,91,-,83,-,26,-,57,33,26,38,75,-,-,80,-,1400,491,35.07,PASS,E,2024-2025
Noor Malik,Suresh,SC-0717,-,14,-,53,33,7,100,34,-,22,45,23,-,44,98,28,59,-,56,-,1400,891,63.64,PASS,C,2024-2025
Sarah Baig,M. James,SC-0718,-,69,-,70,63,31,34,-,30,70,42,-,-,70,95,50,22,11,84,13,1500,716,47.73,PASS,E,2024-2025
Omar Jones,William,COM-0719,54,7,-,19,93,41,-,-,61,-,9,96,-,39,-,-,96,38,47,96,1300,931,71.62,PASS,B,2024-2025
Hussain Zhao,M. David,SCI-0720,29,94,39,53,50,-,-,72,-,100,-,-,74,71,97,69,-,63,94,50,1400,713,50.93,PASS,D,2024-2025
Mohammad Johnson,Hussain,STU-0721,38,14,-,86,-,75,42,57,0,36,63,21,17,88,10,6,17,35,-,52,1700,660,38.82,PASS,E,2024-2025
David Huang,M. Sunil,STU-0722,81,-,99,-,75,100,-,-,-,33,56,-,13,94,46,5,21,69,68,65,1400,704,50.29,PASS,D,2024-2025
Hira Wilson,Abdul,SCI-0723,33,63,32,56,56,-,34,66,-,47,95,87,31,0,2,94,47,-,-,82,1600,778,48.63,PASS,E,2024-2025
Omar Liu,Ashok,ARTS-0724,63,74,59,88,38,100,-,28,43,5,14,98,97,93,22,-,42,85,-,-,1600,685,42.81,PASS,E,2024-2025
Elizabeth Qureshi,M. Mohammad,SCI-0725,-,57,-,44,12,-,27,5,-,7,55,-,-,-,83,58,-,47,-,38,1100,559,50.82,PASS,D,2024-2025
Charles Johnson,Daniel,COM-0726,-,61,39,69,74,84,80,51,41,87,-,46,76,97,-,-,16,4,-,33,1500,966,64.40,PASS,C,2024-2025
Emily Liu,M. Mohammad,2024-0727,69,39,64,6,79,95,-,54,-,-,11,94,33,-,-,8,0,7,-,89,1400,752,53.71,PASS,D,2024-2025
Bilal Miller,M. Richard,SCI-0728,71,82,50,52,46,-,21,87,-,-,71,82,90,20,-,-,58,72,2,73,1500,1002,66.80,PASS,C,2024-2025
Elizabeth Reddy,M. Richard,SC-0729,6,46,-,-,87,43,49,-,-,39,-,-,-,38,9,8,87,71,-,41,1200,397,33.08,PASS,E,2024-2025
Sadia Liu,Mr. Ravi,COM-0730,-,69,41,51,-,62,17,-,50,91,40,-,-,-,16,37,2,69,69,-,1300,746,57.38,PASS,D,2024-2025
Noor Yang,Joseph,ARTS-0731,75,28,63,8,-,-,80,-,-,84,31,-,39,0,38,40,49,33,49,59,1500,698,46.53,PASS,E,2024-2025
Jessica Rao,M. Kamran,2024-0732,81,44,33,53,88,-,59,81,93,55,73,-,-,-,95,14,1,35,-,60,1500,714,47.60,PASS,E,2024-2025
Noor Qureshi,Vikram,2024-0733,81,18,-,19,1,-,37,-,-,61,35,44,49,56,76,40,-,28,47,8,1500,649,43.27,PASS,E,2024-2025
Usman Hussain,Suresh,SCI-0734,-,36,52,65,24,-,-,-,35,2,3,26,-,96,7,13,-,-,56,64,1300,796,61.23,PASS,C,2024-2025
Daniel Davis,M. Mohammad,ARTS-0735,-,35,17,54,-,53,42,51,85,-,17,-,11,41,88,-,48,56,-,37,1400,630,45.00,PASS,E,2024-2025
Hassan Baig,M. Joseph,24-0736,51,-,84,77,31,60,73,88,34,1,3,73,-,-,80,-,-,83,71,18,1500,723,48.20,PASS,E,2024-2025
Amanda Sharma,Mr. Anil,24-0737,32,69,67,31,-,19,48,43,64,-,92,96,46,-,55,55,40,81,81,17,1700,874,51.41,PASS,D,2024-2025
David Zhang,Mr. Thomas,STU-0738,-,68,19,-,17,-,26,64,37,-,20,92,37,-,48,61,-,-,64,-,1200,533,44.42,PASS,E,2024-2025
Thomas Hussain,M. Joseph,ARTS-0739,96,52,61,-,-,27,-,78,-,13,12,-,-,96,79,40,38,70,21,-,1300,492,37.85,PASS,E,2024-2025
Stephanie Garcia,M. Manoj,SCI-0740,-,65,66,22,-,42,8,37,71,22,41,21,64,25,-,5,89,61,-,71,1600,948,59.25,PASS,D,2024-2025
Bilal Ali,M. Kamran,24-0741,-,59,14,70,57,-,69,47,49,-,73,28,13,72,-,73,55,79,-,-,1400,663,47.36,PASS,E,2024-2025
William Verma,M. Mohammad,SC-0742,26,-,37,-,55,100,6,99,-,76,84,6,-,39,60,10,87,82,6,2,1600,774,48.38,PASS,E,2024-2025
Daniel Shah,M. Robert,SCI-0743,54,6,62,49,71,-,70,-,54,89,-,-,21,92,-,1,12,-,62,-,1300,646,49.69,PASS,E,2024-2025
Michael Khan,Suresh,ARTS-0744,94,50,77,22,48,35,5,22,29,77,-,78,0,77,89,-,0,-,100,88,1700,811,47.71,PASS,E,2024-2025
Robert Singh,M. Ravi,2024-0745,89,48,38,69,-,45,30,39,95,-,38,-,-,-,1,30,56,53,-,40,1400,635,45.36,PASS,E,2024-2025
John Smith,M. Raj,24-0746,13,33,-,-,42,-,51,0,96,79,94,93,-,-,10,-,22,59,93,86,1400,1010,72.14,PASS,B,2024-2025
Sadia Rodriguez,Daniel,COM-0747,67,52,-,24,-,97,-,21,36,59,37,-,26,14,84,66,23,15,89,-,1500,930,62.00,PASS,C,2024-2025
Emily Yang,Ahmed,STU-0748,60,20,37,86,87,90,16,85,91,-,-,28,47,15,5,0,82,82,8,83,1800,866,48.11,PASS,E,2024-2025
William Reddy,M. Ali,ARTS-0749,-,60,-,-,37,-,-,-,64,-,69,60,50,76,-,7,30,58,-,98,1100,549,49.91,PASS,E,2024-2025
Sana Wang,Ashok,STU-0750,9,-,73,40,-,12,41,-,37,79,29,88,81,1,-,5,56,-,54,48,1500,881,58.73,PASS,D,2024-2025
Sana Liu,Manoj,COM-0751,94,95,-,3,-,97,21,26,-,96,66,21,70,14,-,23,94,-,42,5,1500,654,43.60,PASS,E,2024-2025
Aisha Williams,Nadeem,COM-0752,35,92,95,86,57,59,7,37,-,39,80,43,31,86,70,76,4,-,30,-,1700,862,50.71,PASS,D,2024-2025
Emily Brown,Arun,ARTS-0753,9,-,61,64,-,87,68,98,93,-,-,75,29,-,-,-,55,59,8,7,1300,638,49.08,PASS,E,2024-2025
Sana Ali,Manoj,COM-0754,75,97,82,-,90,57,-,96,20,-,18,-,91,-,-,3,-,38,83,24,1300,463,35.62,PASS,E,2024-2025
Bilal Li,Kamran,2024-0755,-,91,74,62,96,4,-,12,64,71,-,32,28,37,76,-,58,-,0,-,1400,642,45.86,PASS,E,2024-2025
Hassan Li,Arun,2024-0756,-,13,-,10,11,9,-,96,55,74,-,-,65,-,0,27,30,45,-,20,1300,567,43.62,PASS,E,2024-2025
Michelle Jones,Mr. Sunil,SC-0757,87,81,83,11,66,23,-,14,11,84,4,-,22,-,68,81,-,2,84,5,1600,799,49.94,PASS,E,2024-2025
Ahmed Jones,M. Hassan,2024-0758,93,3,88,-,-,51,-,25,13,-,25,-,38,91,-,3,49,66,-,-,1200,438,36.50,PASS,E,2024-2025
Hussain Gupta,Sunil,2024-0759,32,41,100,30,87,-,46,-,66,55,27,43,-,89,-,-,-,94,70,19,1400,562,40.14,PASS,E,2024-2025
Daniel Liu,M. Ravi,ARTS-0760,14,42,-,91,-,-,19,30,-,23,-,60,-,78,36,29,-,23,90,49,1300,722,55.54,PASS,D,2024-2025
Rabia Rodriguez,M. Manoj,SC-0761,3,44,89,-,-,-,80,-,-,0,-,85,50,93,84,-,42,0,78,28,1300,515,39.62,PASS,E,2024-2025
William Zhang,Mr. Nadeem,24-0762,62,62,-,97,90,19,-,35,9,21,-,27,58,-,51,46,19,76,-,8,1500,958,63.87,PASS,C,2024-2025
Aisha Mirza,Mr. Mohammad,SCI-0763,-,18,94,92,19,48,46,-,12,32,12,-,12,80,29,-,-,27,32,44,1500,826,55.07,PASS,D,2024-2025
Sarah Raza,James,24-0764,-,46,100,74,-,59,-,87,59,13,72,96,73,47,15,46,47,31,39,42,1700,964,56.71,PASS,D,2024-2025
Daniel Miller,M. Raj,STU-0765,-,-,58,-,91,-,-,-,10,8,52,47,73,0,69,12,-,56,35,3,1300,810,62.31,PASS,C,2024-2025
Aisha Sharma,M. Hussain,ARTS-0766,42,84,-,23,-,-,42,-,51,-,31,12,22,61,6,30,-,29,56,-,1300,591,45.46,PASS,E,2024-2025
Hafsa Verma,Mr. Sunil,SCI-0767,-,61,39,-,44,67,13,-,9,-,78,84,30,17,50,56,-,14,0,5,1500,719,47.93,PASS,E,2024-2025
Mohammad Huang,Mr. Robert,2024-0768,74,83,6,-,45,22,-,8,-,-,-,-,-,56,67,51,67,65,51,-,1200,573,47.75,PASS,E,2024-2025
Ali Rodriguez,Daniel,2024-0769,-,-,13,42,9,-,-,2,84,15,50,83,27,89,27,61,78,90,-,78,1500,665,44.33,PASS,E,2024-2025
James Mehta,Michael,2024-0770,-,-,76,-,30,96,78,58,60,-,-,-,82,-,64,-,79,90,75,66,1200,560,46.67,PASS,E,2024-2025
Sadia Khan,Mr. Raj,SC-0771,21,88,-,46,36,90,57,91,100,-,55,2,-,62,3,7,94,-,81,-,1500,899,59.93,PASS,D,2024-2025
Jessica Yang,Mr. Michael,2024-0772,-,-,38,32,78,-,28,7,-,22,22,96,-,51,97,8,40,-,-,58,1300,534,41.08,PASS,E,2024-2025
Rabia Huang,Ravi,COM-0773,27,-,-,96,-,42,77,71,30,-,63,25,73,74,30,99,80,39,77,-,1500,525,35.00,PASS,E,2024-2025
Omar Li,M. Hussain,SC-0774,17,-,-,35,34,9,70,-,84,-,44,73,11,37,-,-,80,3,88,41,1400,795,56.79,PASS,D,2024-2025
Michelle Davis,M. Thomas,ARTS-0775,-,32,-,-,64,-,38,40,61,12,92,73,44,-,50,79,14,17,0,-,1400,648,46.29,PASS,E,2024-2025
Daniel Wu,M. Hussain,COM-0776,54,81,68,55,-,-,87,96,27,16,-,-,65,-,36,-,44,67,31,24,1400,835,59.64,PASS,D,2024-2025
Robert Rodriguez,Robert,STU-0777,-,0,-,82,-,-,74,33,83,-,0,-,-,23,54,7,-,-,28,38,1100,679,61.73,PASS,C,2024-2025
Omar Jain,Mr. Raj,2024-0778,-,67,-,48,67,-,52,84,-,48,81,-,24,-,-,65,42,19,71,-,1200,669,55.75,PASS,D,2024-2025
Yusuf Brown,M. Manoj,STU-0779,96,20,42,35,-,15,-,36,-,80,74,-,78,91,99,35,75,-,91,98,1500,790,52.67,PASS,D,2024-2025
Zainab Raza,Abdul,ARTS-0780,-,35,56,-,73,94,28,83,96,-,41,2,66,48,-,29,32,14,14,-,1500,949,63.27,PASS,C,2024-2025
